Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length
A0A803JTS7,A0A803JTS7_XENTR,unreviewed,Elastin (Tropoelastin),eln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1180
F7BXL7,F7BXL7_XENTR,unreviewed,Olfactomedin 2,arl3l2 olfm2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),455
A0A803JJX0,A0A803JJX0_XENTR,unreviewed,Mucin-2-like,LOC116410388,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),5882
F6QGP4,F6QGP4_XENTR,unreviewed,"Collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)",col3a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1369
F7A132,F7A132_XENTR,unreviewed,Bone morphogenetic protein 15,nid1 bmp15,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),379
A0A803K2W0,A0A803K2W0_XENTR,unreviewed,Meteorin-like protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),220
A0A6I8SXM7,A0A6I8SXM7_XENTR,unreviewed,Chordin,chrd.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),936
A0A803JRC5,A0A803JRC5_XENTR,unreviewed,Complement C5,c5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1276
A0A6I8RKS8,A0A6I8RKS8_XENTR,unreviewed,Matrix metalloproteinase-18,LOC100489735,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),443
A0A803K7S4,A0A803K7S4_XENTR,unreviewed,"Nodal homolog 5, gene 2",nodal5.2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),386
A0A803K7M8,A0A803K7M8_XENTR,unreviewed,Perforin-1,LOC101732506,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),549
F7AIL8,F7AIL8_XENTR,unreviewed,"Nodal homolog 3, gene 1",nodal3.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),397
A0JM33,A0JM33_XENTR,unreviewed,Uncharacterized protein,slit3 MGC146100,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1519
A0A6I8RA45,A0A6I8RA45_XENTR,unreviewed,ADAMTS like 1,adamtsl1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1707
A0A803K210,A0A803K210_XENTR,unreviewed,Meteorin-like protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),208
F6RDT2,F6RDT2_XENTR,unreviewed,Alpha-2-macroglobulin-like protein 1,LOC100487578,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1382
A0A803JBG2,A0A803JBG2_XENTR,unreviewed,Interleukin family protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),174
F6XXQ2,F6XXQ2_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 1,ltbp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1722
A0A6I8RA94,A0A6I8RA94_XENTR,unreviewed,Protein Wnt,wnt2b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),392
A0A803JBX0,A0A803JBX0_XENTR,unreviewed,Progonadoliberin [Cleaved into: Gonadoliberin (Gonadotropin-releasing hormone) (GnRH) (Luliberin) (Luteinizing hormone-releasing hormone) (LH-RH); GnRH-associated peptide (GnRH-associated peptide)],gnrh1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),147
A0A803J952,A0A803J952_XENTR,unreviewed,Intestinal mucin-like protein,LOC105945636,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),377
A0A803JGJ8,A0A803JGJ8_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),152
F7CTV0,F7CTV0_XENTR,unreviewed,"Mucin 2, oligomeric mucus/gel-forming",muc2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4117
A0A6I8T2E3,A0A6I8T2E3_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 4,ltbp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1568
A0A6I8R5U5,A0A6I8R5U5_XENTR,unreviewed,ADAM metallopeptidase with thrombospondin type 1 motif 6,adamts6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1118
A0A803JG15,A0A803JG15_XENTR,unreviewed,Ovostatin-like,LOC100487580,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1408
A0A803JE27,A0A803JE27_XENTR,unreviewed,Pulmonary surfactant-associated protein C,LOC116412012,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),206
A0A803K8N7,A0A803K8N7_XENTR,unreviewed,Casein kinase 1 alpha 1,csnk1a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),235
A0A6I8QFJ1,A0A6I8QFJ1_XENTR,unreviewed,ADAM metallopeptidase with thrombospondin type 1 motif 2,adamts2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1169
A0A6I8QTA8,A0A6I8QTA8_XENTR,unreviewed,"Mucin 6, oligomeric mucus/gel-forming",muc6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1593
A0A803JLZ6,A0A803JLZ6_XENTR,unreviewed,Phospholipase A2 (EC 3.1.1.4),,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),186
A0A6I8QKH1,A0A6I8QKH1_XENTR,unreviewed,Interleukin-18,LOC100496716,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),195
A0A6I8RA35,A0A6I8RA35_XENTR,unreviewed,Interleukin,il15,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),133
F6ZQ88,F6ZQ88_XENTR,unreviewed,Protein Wnt,wnt4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),349
Q562D1,Q562D1_XENTR,unreviewed,LOC594926 protein (Fragment),LOC594926,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),895
F7CXW4,F7CXW4_XENTR,unreviewed,Complement C3,c3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1703
A0A1B8Y3X4,A0A1B8Y3X4_XENTR,unreviewed,Uncharacterized protein,XENTR_v90026951mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),546
A0A6I8SB73,A0A6I8SB73_XENTR,unreviewed,GLUCAGON domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),147
A0A1B8XY27,A0A1B8XY27_XENTR,unreviewed,Uncharacterized protein,XENTR_v90029673mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),125
Q5M913,Q5M913_XENTR,unreviewed,Apolipoprotein H (Beta-2-glycoprotein 1) (Beta-2-glycoprotein I) (Fragment),apoh-prov,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),347
A0A6I8RKA2,A0A6I8RKA2_XENTR,unreviewed,Peroxidase (EC 1.11.1.7),pxdn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1436
A0A803JSE1,A0A803JSE1_XENTR,unreviewed,Prokineticin domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),111
A0A7D9NL93,A0A7D9NL93_XENTR,unreviewed,"Tectorin alpha, gene 1",tecta.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2144
A0A5S6K3W9,A0A5S6K3W9_XENTR,unreviewed,Growth hormone-regulated TBC protein 1,grtp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1358
A0A6I8SV91,A0A6I8SV91_XENTR,unreviewed,Folate gamma-glutamyl hydrolase (EC 3.4.19.9),ggh,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),298
F6SQX6,F6SQX6_XENTR,unreviewed,Inhibin alpha chain,inha,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),395
A0A803JRJ6,A0A803JRJ6_XENTR,unreviewed,Protein Wnt,wnt10a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),389
A0A803J4P2,A0A803J4P2_XENTR,unreviewed,Dorsal inhibitory axon guidance protein,draxin,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),339
A0A6I8RH63,A0A6I8RH63_XENTR,unreviewed,Protein kinase C-binding protein NELL2,nell2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),776
A0A6I8RZ26,A0A6I8RZ26_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 4,ltbp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1557
A0A6I8R8W9,A0A6I8R8W9_XENTR,unreviewed,TGF_BETA_2 domain-containing protein,pspn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),110
A0A6I8RHI6,A0A6I8RHI6_XENTR,unreviewed,Tenascin XB,tnxb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),417
A0A6I8PVV9,A0A6I8PVV9_XENTR,unreviewed,Cellular communication network factor 5,ccn5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),378
A0A6I8RNJ7,A0A6I8RNJ7_XENTR,unreviewed,Augurin,ecrg4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),133
A0A6I8R0U8,A0A6I8R0U8_XENTR,unreviewed,Uncharacterized protein,apoc1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),98
A0A6I8QHT1,A0A6I8QHT1_XENTR,unreviewed,Tenascin C,tnc,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1738
A0A6I8R9G6,A0A6I8R9G6_XENTR,unreviewed,"Collagen, type V, alpha 3",col5a3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1822
A0A6I8QCX8,A0A6I8QCX8_XENTR,unreviewed,HGF activator,hgfac,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),634
F6Z923,F6Z923_XENTR,unreviewed,Growth differentiation factor 7,gdf7,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),414
F6YLW7,F6YLW7_XENTR,unreviewed,Cathepsin K (EC 3.4.22.38),XB986811 [provisional:ctsk],Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),344
A0A6I8QKP2,A0A6I8QKP2_XENTR,unreviewed,Tachykinin precursor 1,tac1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),112
A0A6I8QKJ8,A0A6I8QKJ8_XENTR,unreviewed,Slit guidance ligand 1,slit1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1483
A0A6I8PV72,A0A6I8PV72_XENTR,unreviewed,Casein kinase 1 alpha 1,csnk1a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),195
A0A6R5A8C8,A0A6R5A8C8_XENTR,unreviewed,Corticotropin-releasing factor-binding protein (CRF-BP) (CRF-binding protein) (Corticotropin-releasing hormone-binding protein),crhbp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),321
B1WB74,B1WB74_XENTR,unreviewed,LOC100145762 protein,LOC100145762,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1649
A0A803JW46,A0A803JW46_XENTR,unreviewed,Complement C1q like 2,c1ql2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),248
A0A6I8R311,A0A6I8R311_XENTR,unreviewed,EBF family member 4,cpxm1 ebf4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),710
K7GT78,K7GT78_XENTR,unreviewed,Secretogranin III (Secretogranin-3),scg3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),434
A0A803JZD9,A0A803JZD9_XENTR,unreviewed,"Trefoil factor 3, gene 5",tff3.5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),413
A0A803K3D3,A0A803K3D3_XENTR,unreviewed,Uromodulin,LOC101732853,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),419
A0A7D9NLW6,A0A7D9NLW6_XENTR,unreviewed,Transmembrane O-methyltransferase homolog,sfrpx LOC100490284,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),327
A0A6I8RTQ2,A0A6I8RTQ2_XENTR,unreviewed,Versican,vcan,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3727
F6TZP0,F6TZP0_XENTR,unreviewed,TUB-like protein 2,tulp2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),546
A0A803J8Z2,A0A803J8Z2_XENTR,unreviewed,Spexin hormone,spx,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),117
F7AVM4,F7AVM4_XENTR,unreviewed,ADAM_spacer1 domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),940
A0A6I8SSD4,A0A6I8SSD4_XENTR,unreviewed,Matrix metallopeptidase 16,mmp16,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),612
A0A6I8PKA0,A0A6I8PKA0_XENTR,unreviewed,Vasoactive intestinal peptide,vip,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),202
A0A803JYH6,A0A803JYH6_XENTR,unreviewed,Neuropeptide Y,npy,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),120
F7DIL9,F7DIL9_XENTR,unreviewed,Granulin,XB5961849 grn XB5961849 [provisional:itpk1],Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1087
A0A803JV54,A0A803JV54_XENTR,unreviewed,Chordin-like 1,chrdl1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),386
A0A803JKX4,A0A803JKX4_XENTR,unreviewed,Endothelin-2 (Preproendothelin-2),edn2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),168
F6W947,F6W947_XENTR,unreviewed,"Interferon, gamma-inducible protein 30",ifi30,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),256
A0A6I8RPN5,A0A6I8RPN5_XENTR,unreviewed,SPARC related modular calcium binding 1,smoc1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),462
Q5I0S5,Q5I0S5_XENTR,unreviewed,C1ql1-prov protein (Fragment),c1ql1-prov,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),243
B1H2K4,B1H2K4_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),519
A0A6I8Q357,A0A6I8Q357_XENTR,unreviewed,Slit guidance ligand 3,slit3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1473
A0A803JSV5,A0A803JSV5_XENTR,unreviewed,Protein NDNF,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),402
A0A803K570,A0A803K570_XENTR,unreviewed,Granulin,grn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1125
A0A803JZJ3,A0A803JZJ3_XENTR,unreviewed,"Trefoil factor 3, gene 5",tff3.5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),447
A0A803JN78,A0A803JN78_XENTR,unreviewed,Intestinal mucin-like protein,LOC105945636,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),377
F6QCI1,F6QCI1_XENTR,unreviewed,"Collagen, type XXVII, alpha 1",col27a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1696
F6SVU4,F6SVU4_XENTR,unreviewed,Cysteine-rich transmembrane BMP regulator 1 (chordin-like),rita1 crim1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1030
A0A1B8Y7X9,A0A1B8Y7X9_XENTR,unreviewed,Uncharacterized protein (Fragment),XENTR_v900298371mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),200
A0A803JMZ6,A0A803JMZ6_XENTR,unreviewed,Hepcidin 1,hamp2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),86
F6RMD4,F6RMD4_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),576
A0A803KEF9,A0A803KEF9_XENTR,unreviewed,Pregnancy-zone protein,pzp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1467
A0A803J9A8,A0A803J9A8_XENTR,unreviewed,"Microseminoprotein, prostate associated",msmp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),131
A0A803JUH0,A0A803JUH0_XENTR,unreviewed,Prepronociceptin,pnoc,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),272
F6S069,F6S069_XENTR,unreviewed,Protein Wnt,wnt9b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),350
A0A803JLQ2,A0A803JLQ2_XENTR,unreviewed,Mucin-5AC,LOC100495470,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),5449
Q0Q5Z2,Q0Q5Z2_XENTR,unreviewed,Elastin (Tropoelastin),eln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1183
A0A803J7C9,A0A803J7C9_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1347
A0A803JF71,A0A803JF71_XENTR,unreviewed,Pentaxin (Pentraxin),LOC101730495,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),241
A0A803KC84,A0A803KC84_XENTR,unreviewed,Matrix metallopeptidase 13,mmp13,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),259
A0A803K5T9,A0A803K5T9_XENTR,unreviewed,R-spondin-2,rspo2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),221
A0A6I8RMB7,A0A6I8RMB7_XENTR,unreviewed,ADAMTS-like 1,adamtsl1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1744
A0A6I8R3Y0,A0A6I8R3Y0_XENTR,unreviewed,"Nodal homolog 3, gene 1",nodal3.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),401
A0A803JAM7,A0A803JAM7_XENTR,unreviewed,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8),cxcl8 CXCL8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),130
G8JLT4,G8JLT4_XENTR,unreviewed,Glucose-6-phosphate isomerase (EC 5.3.1.9),tmed1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),441
A0A803KDK2,A0A803KDK2_XENTR,unreviewed,"Mucin 5AC, oligomeric mucus/gel-forming",muc5ac,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4203
A0A803KIS5,A0A803KIS5_XENTR,unreviewed,Tissue factor pathway inhibitor,MGC108301,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),219
A0A7D9NKT2,A0A7D9NKT2_XENTR,unreviewed,Interphotoreceptor matrix proteoglycan 2,impg2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1344
A0A1B8XVY8,A0A1B8XVY8_XENTR,unreviewed,Protein Wnt,XENTR_v90025789mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),364
A0A1B8Y360,A0A1B8Y360_XENTR,unreviewed,Neuroblastoma suppressor of tumorigenicity 1,XENTR_v90027217mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),176
F6Y400,F6Y400_XENTR,unreviewed,Matrix metallopeptidase 11,mmp11,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),478
A0A1B8XWK6,A0A1B8XWK6_XENTR,unreviewed,Peptidase C80 domain-containing protein (Fragment),XENTR_v90030685mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),916
F6XU65,F6XU65_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),380
Q5FW22,Q5FW22_XENTR,unreviewed,Pentaxin (Pentraxin),mgc107876 MGC107876,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),237
A0A6I8Q5Y4,A0A6I8Q5Y4_XENTR,unreviewed,Cellular communication network factor 3,ccn3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),344
A0A803K040,A0A803K040_XENTR,unreviewed,Protein Wnt,wnt1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),372
B2RZ01,B2RZ01_XENTR,unreviewed,C8g.1 protein (Fragment),c8g.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),217
A0A1B8YA72,A0A1B8YA72_XENTR,unreviewed,Anaphylatoxin-like domain-containing protein,XENTR_v90026867mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),913
A0A6I8SGF5,A0A6I8SGF5_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),409
A0A803K4R4,A0A803K4R4_XENTR,unreviewed,Cocaine- and amphetamine-regulated transcript protein-like,LOC116406645,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),131
F6QGI3,F6QGI3_XENTR,unreviewed,"Collagen, type V, alpha 2",col5a2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1492
D3TZC5,D3TZC5_XENTR,unreviewed,Ectonucleotidase enpp1 (Fragment),enpp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),819
A0A803J7Z5,A0A803J7Z5_XENTR,unreviewed,Sphingomyelin phosphodiesterase acid-like 3A,smpdl3a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),421
F6R0K3,F6R0K3_XENTR,unreviewed,Slit guidance ligand 3,slit3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1519
F7BL46,F7BL46_XENTR,unreviewed,ADAMTS-like 4,adamtsl4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1427
A0A803K6Y1,A0A803K6Y1_XENTR,unreviewed,Alpha-2-macroglobulin-like 1,a2ml1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1472
A0A6I8S469,A0A6I8S469_XENTR,unreviewed,Liver-expressed antimicrobial peptide 2,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),65
A0A6I8QZ26,A0A6I8QZ26_XENTR,unreviewed,"Complement C6, gene 2",c6.2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),935
F6QL53,F6QL53_XENTR,unreviewed,Hyaluronan and proteoglycan link protein 1,hapln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),350
A0A6I8S344,A0A6I8S344_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),5102
L7N3P6,L7N3P6_XENTR,unreviewed,Protein-interacting with cyclin A1,proca1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),466
A0A803KDC0,A0A803KDC0_XENTR,unreviewed,Trefoil factor 3 gene 8,tff3.8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),224
F6TXJ7,F6TXJ7_XENTR,unreviewed,F-spondin (Spondin-1),spon1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),809
A0A803K7E6,A0A803K7E6_XENTR,unreviewed,ADAMTS-like 4,adamtsl4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1367
L7N2Y3,L7N2Y3_XENTR,unreviewed,Alpha-2-macroglobulin-like 1,acap2 a2ml1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1451
F7D1A1,F7D1A1_XENTR,unreviewed,Protein Wnt,wnt8b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),431
A0A803JNU1,A0A803JNU1_XENTR,unreviewed,Neuroendocrine protein 7B2,arhgap11a.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),211
A0A6I8QY05,A0A6I8QY05_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 4,ltbp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1472
A9JTU8,A9JTU8_XENTR,unreviewed,LOC100127856 protein (Fragment),LOC100127856,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),559
Q0IIS5,Q0IIS5_XENTR,unreviewed,Peptide YY,pyy,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),99
A0A1B8Y4B9,A0A1B8Y4B9_XENTR,unreviewed,Lipase domain-containing protein (Fragment),XENTR_v900266682mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),121
